fulfillment_id,order_id,warehouse_hub,delivery_zone,promised_date,delivery_status,actual_delivery_date,delay_reason,delivery_partner
FUL_005023,ORD_005023,Abu Dhabi Hub,Zone A,2025-10-18 17:30:28,On Time,2025-10-18 17:30:28,,SpeedLink
FUL_005024,ORD_005024,Dubai Hub,Zone F,2025-10-30 04:01:04,On Time,2025-10-30 04:01:04,,FastTrack
FUL_005025,ORD_005025,Dubai Hub,Zone E,2025-11-27 13:32:58,On Time,2025-11-26 13:32:58,,FastTrack
FUL_005026,ORD_005026,Dubai Hub,Zone C,2025-10-22 09:22:01,Failed,2025-10-26 09:22:01,,SpeedLink
FUL_005027,ORD_005027,Dubai Hub,Zone B,2025-10-22 15:46:50,On Time,2025-10-22 15:46:50,,FastTrack
FUL_005028,ORD_005028,Sharjah Hub,Zone F,2025-10-26 10:01:35,On Time,2025-10-26 10:01:35,,SpeedLink
FUL_005029,ORD_005029,Dubai Hub,Zone E,2026-01-01 12:44:23,On Time,2026-01-01 12:44:23,,QuickShip
FUL_005030,ORD_005030,Sharjah Hub,Zone D,2025-11-20 22:21:22,On Time,2025-11-19 22:21:22,,QuickShip
FUL_005031,ORD_005031,Dubai Hub,Zone F,2025-12-09 07:24:43,Delayed,2025-12-10 07:24:43,Traffic/Weather,QuickShip
FUL_005032,ORD_005032,Dubai Hub,Zone E,2025-11-15 02:24:50,On Time,2025-11-14 02:24:50,,FastTrack
FUL_005033,ORD_005033,Dubai Hub,Zone F,2025-12-15 22:24:43,OnTime,2025-12-15 22:24:43,,FastTrack
FUL_005034,ORD_005034,Dubai Hub,Zone E,2025-12-20 06:19:49,On Time,2025-12-19 06:19:49,,SpeedLink
FUL_005035,ORD_005035,Dubai Hub,Zone A,2025-10-24 07:30:35,On Time,2025-10-24 07:30:35,,FastTrack
FUL_005036,ORD_005036,Dubai Hub,Zone C,2025-11-27 04:22:54,Delayed,2025-12-01 04:22:54,Address Issue,SpeedLink
FUL_005037,ORD_005037,Abu Dhabi Hub,Zone A,2025-11-19 23:13:11,Delayed,2025-11-26 23:13:11,Warehouse Delay,QuickShip
FUL_005038,ORD_005038,Sharjah Hub,Zone D,2025-12-26 04:52:20,On Time,2025-12-26 04:52:20,,QuickShip
FUL_005039,ORD_005039,Dubai Hub,Zone A,2025-11-05 16:29:29,On Time,2025-11-04 16:29:29,,SpeedLink
FUL_005040,ORD_005040,Dubai Hub,Zone A,2025-11-29 05:40:05,On Time,2025-11-28 05:40:05,,SpeedLink
FUL_005041,ORD_005041,Dubai Hub,Zone D,2025-12-07 05:53:51,On Time,2025-12-06 05:53:51,,SpeedLink
FUL_005042,ORD_005042,Dubai Hub,Zone F,2025-10-11 00:44:27,Delayed,2025-10-17 00:44:27,Traffic/Weather,QuickShip
FUL_005043,ORD_005043,Abu Dhabi Hub,Zone F,2025-11-29 03:57:04,Failed,2025-12-04 03:57:04,,FastTrack
FUL_005044,ORD_005044,Sharjah Hub,Zone E,2026-01-01 18:21:25,Delayed,2026-01-03 18:21:25,Traffic/Weather,FastTrack
FUL_005045,ORD_005045,Sharjah Hub,Zone F,2025-12-20 09:55:20,On Time,2025-12-19 09:55:20,,SpeedLink
FUL_005046,ORD_005046,Dubai Hub,Zone C,2025-12-21 14:08:09,On Time,2025-12-21 14:08:09,,SpeedLink
FUL_005047,ORD_005047,Dubai Hub,Zone B,2025-10-19 22:18:59,On Time,2025-10-19 22:18:59,,QuickShip
FUL_005048,ORD_005048,Dubai Hub,Zone F,2025-12-09 11:38:53,On Time,2025-12-08 11:38:53,,QuickShip
FUL_005049,ORD_005049,Abu Dhabi Hub,Zone C,2025-11-11 16:02:21,On Time,2025-11-11 16:02:21,,FastTrack
FUL_005050,ORD_005050,Sharjah Hub,Zone E,2025-11-15 03:44:25,On Time,2025-11-14 03:44:25,,FastTrack
FUL_005051,ORD_005051,Sharjah Hub,Zone C,2025-11-28 01:50:20,On Time,2025-11-27 01:50:20,,SpeedLink
FUL_005052,ORD_005052,Sharjah Hub,Zone B,2025-10-09 18:52:32,on-time,2025-10-08 18:52:32,,QuickShip
FUL_005053,ORD_005053,Abu Dhabi Hub,Zone A,2026-01-02 12:14:53,On Time,2026-01-01 12:14:53,,QuickShip
FUL_005054,ORD_005054,Dubai Hub,Zone D,2025-12-06 17:20:26,On Time,2025-12-05 17:20:26,,FastTrack
FUL_005055,ORD_005055,Sharjah Hub,Zone D,2025-12-28 18:25:28,On Time,2025-12-28 18:25:28,,QuickShip
FUL_005056,ORD_005056,Dubai Hub,Zone B,2025-12-13 15:59:11,Delayed,2025-12-17 15:59:11,Traffic/Weather,QuickShip
FUL_005057,ORD_005057,Abu Dhabi Hub,Zone C,2025-11-23 08:53:55,On Time,2025-11-23 08:53:55,,FastTrack
FUL_005058,ORD_005058,Dubai Hub,Zone D,2025-10-21 13:32:17,On Time,2025-10-20 13:32:17,,FastTrack
FUL_005059,ORD_005059,Dubai Hub,Zone F,2025-11-22 13:53:19,On Time,2025-11-21 13:53:19,,SpeedLink
FUL_005060,ORD_005060,Sharjah Hub,Zone A,2025-12-10 23:17:52,On Time,2025-12-09 23:17:52,,QuickShip
FUL_005061,ORD_005061,Sharjah Hub,Zone C,2025-12-18 01:25:22,Failed,2025-12-21 01:25:22,,FastTrack
FUL_005062,ORD_005062,Sharjah Hub,Zone A,2025-11-30 11:41:10,On Time,2025-11-30 11:41:10,,SpeedLink
FUL_005063,ORD_005063,Dubai Hub,Zone B,2025-11-06 07:26:02,On Time,2025-11-06 07:26:02,,SpeedLink
FUL_005064,ORD_005064,Dubai Hub,Zone C,2025-12-31 20:07:11,On Time,2025-12-30 20:07:11,,FastTrack
FUL_005065,ORD_005065,Sharjah Hub,Zone D,2025-12-25 12:04:09,On Time,2025-12-25 12:04:09,,SpeedLink
FUL_005066,ORD_005066,Dubai Hub,Zone B,2025-10-22 03:17:19,On Time,2025-10-22 03:17:19,,SpeedLink
FUL_005067,ORD_005067,Dubai Hub,Zone F,2025-12-16 22:41:21,On Time,2025-12-15 22:41:21,,FastTrack
FUL_005068,ORD_005068,Dubai Hub,Zone F,2026-01-06 13:48:30,Delayed,2026-01-10 13:48:30,Warehouse Delay,QuickShip
FUL_005069,ORD_005069,Dubai Hub,Zone C,2025-11-27 12:03:55,On Time,2025-11-27 12:03:55,,FastTrack
FUL_005070,ORD_005070,Sharjah Hub,Zone B,2025-10-11 09:05:32,On Time,2025-10-10 09:05:32,,SpeedLink
FUL_005071,ORD_005071,Dubai Hub,Zone C,2025-12-05 01:36:58,On Time,2025-12-05 01:36:58,,QuickShip
FUL_005072,ORD_005072,Dubai Hub,Zone A,2025-12-20 05:50:41,Failed,2025-12-25 05:50:41,,FastTrack
FUL_005073,ORD_005073,Dubai Hub,Zone F,2025-12-20 01:32:52,On Time,2025-12-20 01:32:52,,SpeedLink
FUL_005074,ORD_005074,Abu Dhabi Hub,Zone D,2025-12-28 02:13:43,Failed,2026-01-01 02:13:43,,SpeedLink
FUL_005075,ORD_005075,Dubai Hub,Zone D,2025-10-22 20:27:08,On Time,2025-10-21 20:27:08,,QuickShip
FUL_005076,ORD_005076,Sharjah Hub,Zone B,2025-11-13 17:41:48,Delayed,2025-11-19 17:41:48,Address Issue,QuickShip
FUL_005077,ORD_005077,Sharjah Hub,Zone E,2025-10-16 12:39:23,On Time,2025-10-15 12:39:23,,QuickShip
FUL_005078,ORD_005078,Sharjah Hub,Zone A,2026-01-04 18:41:29,On Time,2026-01-04 18:41:29,,SpeedLink
FUL_005079,ORD_005079,Abu Dhabi Hub,Zone A,2025-10-11 23:51:03,Delayed,2025-10-17 23:51:03,Warehouse Delay,FastTrack
FUL_005080,ORD_005080,Dubai Hub,Zone C,2025-11-19 12:00:02,On Time,2025-11-18 12:00:02,,FastTrack
FUL_005081,ORD_005081,Dubai Hub,Zone E,2025-11-12 23:34:48,On Time,2025-11-12 23:34:48,,QuickShip
FUL_005082,ORD_005082,Dubai Hub,Zone F,2025-12-03 11:39:43,On Time,2025-12-03 11:39:43,,SpeedLink
FUL_005083,ORD_005083,Dubai Hub,Zone E,2025-10-18 03:48:34,On Time,2025-10-17 03:48:34,,FastTrack
FUL_005084,ORD_005084,Abu Dhabi Hub,Zone E,2025-11-11 21:09:59,On Time,2025-11-11 21:09:59,,QuickShip
FUL_005085,ORD_005085,Dubai Hub,Zone A,2025-11-30 04:54:25,Delayed,2025-12-04 04:54:25,Address Issue,QuickShip
FUL_005086,ORD_005086,Abu Dhabi Hub,Zone C,2025-10-27 08:24:50,Delayed,2025-11-02 08:24:50,Address Issue,QuickShip
FUL_005087,ORD_005087,Sharjah Hub,Zone B,2025-11-23 07:44:00,Delayed,2025-11-24 07:44:00,Traffic/Weather,FastTrack
FUL_005088,ORD_005088,Dubai Hub,Zone B,2025-12-02 16:35:09,On Time,2025-12-02 16:35:09,,FastTrack
FUL_005089,ORD_005089,Abu Dhabi Hub,Zone D,2025-10-17 10:24:26,Delayed,2025-10-21 10:24:26,Traffic/Weather,SpeedLink
FUL_005090,ORD_005090,Abu Dhabi Hub,Zone E,2025-11-05 02:02:29,On Time,2025-11-04 02:02:29,,FastTrack
FUL_005091,ORD_005091,Abu Dhabi Hub,Zone F,2025-11-19 21:50:36,On Time,2025-11-19 21:50:36,,QuickShip
FUL_005092,ORD_005092,Abu Dhabi Hub,Zone A,2025-10-16 00:01:58,Delayed,2025-10-20 00:01:58,Traffic/Weather,FastTrack
FUL_005093,ORD_005093,Abu Dhabi Hub,Zone E,2025-10-21 11:16:15,On Time,2025-10-20 11:16:15,,QuickShip
FUL_005094,ORD_005094,Dubai Hub,Zone D,2025-12-17 01:20:51,On Time,2025-12-16 01:20:51,,FastTrack
FUL_005095,ORD_005095,Dubai Hub,Zone D,2025-12-03 23:24:32,Delayed,2025-12-05 23:24:32,Customer Unavailable,FastTrack
FUL_005096,ORD_005096,Sharjah Hub,Zone C,2025-11-22 21:55:46,Failed,2025-11-24 21:55:46,,QuickShip
FUL_005097,ORD_005097,Dubai Hub,Zone E,2025-12-11 07:53:12,On Time,2025-12-10 07:53:12,,QuickShip
FUL_005098,ORD_005098,Dubai Hub,Zone F,2025-11-02 12:12:52,Failed,2025-11-05 12:12:52,,QuickShip
FUL_005099,ORD_005099,Dubai Hub,Zone F,2025-11-08 15:05:09,On Time,2025-11-07 15:05:09,,QuickShip
FUL_005100,ORD_005100,Sharjah Hub,Zone D,2025-11-10 10:48:48,On Time,2025-11-09 10:48:48,,QuickShip
FUL_005101,ORD_005101,Sharjah Hub,Zone F,2025-10-18 06:09:01,Delayed,2025-10-23 06:09:01,Traffic/Weather,FastTrack
FUL_005102,ORD_005102,Sharjah Hub,Zone E,2025-10-21 19:40:36,On Time,2025-10-20 19:40:36,,SpeedLink
FUL_005103,ORD_005103,Sharjah Hub,Zone A,2025-12-21 15:29:24,Delayed,2025-12-28 15:29:24,Address Issue,FastTrack
FUL_005104,ORD_005104,Sharjah Hub,Zone A,2025-11-05 11:21:24,On Time,2025-11-04 11:21:24,,SpeedLink
FUL_005105,ORD_005105,Dubai Hub,Zone D,2025-12-23 15:29:51,Delayed,2025-12-28 15:29:51,Traffic/Weather,SpeedLink
FUL_005106,ORD_005106,Abu Dhabi Hub,Zone E,2025-10-14 02:06:22,Delayed,2025-10-21 02:06:22,Address Issue,FastTrack
FUL_005107,ORD_005107,Abu Dhabi Hub,Zone D,2025-12-11 03:50:07,Delayed,2025-12-13 03:50:07,Address Issue,QuickShip
FUL_005108,ORD_005108,Abu Dhabi Hub,Zone A,2025-10-19 14:56:21,On Time,2025-10-18 14:56:21,,FastTrack
FUL_005109,ORD_005109,Abu Dhabi Hub,Zone B,2025-11-23 12:46:02,Delayed,2025-11-30 12:46:02,Customer Unavailable,FastTrack
FUL_005110,ORD_005110,Abu Dhabi Hub,Zone A,2025-12-29 04:40:01,Delayed,2026-01-02 04:40:01,Warehouse Delay,FastTrack
FUL_005111,ORD_005111,Abu Dhabi Hub,Zone A,2025-10-29 04:47:44,On Time,2025-10-28 04:47:44,,QuickShip
FUL_005112,ORD_005112,Dubai Hub,Zone D,2026-01-06 13:24:30,On Time,2026-01-06 13:24:30,,QuickShip
FUL_005113,ORD_005113,Abu Dhabi Hub,Zone D,2025-11-07 18:56:49,Pending,,,FastTrack
FUL_005114,ORD_005114,Abu Dhabi Hub,Zone D,2025-11-30 13:15:40,Pending,,,SpeedLink
FUL_005115,ORD_005115,Sharjah Hub,Zone E,2025-12-13 00:38:33,On Time,2025-12-12 00:38:33,,SpeedLink
FUL_005116,ORD_005116,Abu Dhabi Hub,Zone B,2026-01-05 03:28:37,On Time,2026-01-04 03:28:37,,SpeedLink
FUL_005117,ORD_005117,Sharjah Hub,Zone D,2025-12-15 04:30:23,Delayed,2025-12-22 04:30:23,Address Issue,SpeedLink
FUL_005118,ORD_005118,Dubai Hub,Zone A,2025-11-07 21:24:46,Delayed,2025-11-11 21:24:46,Warehouse Delay,SpeedLink
FUL_005119,ORD_005119,Dubai Hub,Zone D,2025-11-19 10:29:56,On Time,2025-11-19 10:29:56,,FastTrack
FUL_005120,ORD_005120,Sharjah Hub,Zone A,2025-12-14 08:18:51,On Time,2025-12-13 08:18:51,,QuickShip
FUL_005121,ORD_005121,Sharjah Hub,Zone A,2025-12-21 03:16:43,Delayed,2025-12-27 03:16:43,Traffic/Weather,FastTrack
FUL_005122,ORD_005122,Dubai Hub,Zone E,2025-11-03 09:34:22,On Time,2025-11-03 09:34:22,,SpeedLink
FUL_005123,ORD_005123,Abu Dhabi Hub,Zone D,2025-12-28 20:15:01,On Time,2025-12-27 20:15:01,,FastTrack
FUL_005124,ORD_005124,Dubai Hub,Zone E,2025-11-07 21:05:17,Delayed,2025-11-10 21:05:17,Traffic/Weather,SpeedLink
FUL_005125,ORD_005125,Abu Dhabi Hub,Zone D,2025-11-10 23:30:01,On Time,2025-11-09 23:30:01,,QuickShip
FUL_005126,ORD_005126,Dubai Hub,Zone D,2025-12-29 00:25:51,On Time,2025-12-29 00:25:51,,SpeedLink
FUL_005127,ORD_005127,Dubai Hub,Zone D,2025-12-22 11:44:24,On Time,2025-12-21 11:44:24,,FastTrack
FUL_005128,ORD_005128,Dubai Hub,Zone F,2025-12-03 03:47:13,Pending,,,SpeedLink
FUL_005129,ORD_005129,Abu Dhabi Hub,Zone B,2026-01-05 19:10:29,On Time,2026-01-04 19:10:29,,FastTrack
FUL_005130,ORD_005130,Dubai Hub,Zone B,2025-12-05 22:43:52,On Time,2025-12-05 22:43:52,,SpeedLink
FUL_005131,ORD_005131,Sharjah Hub,Zone A,2025-12-02 13:32:22,Delayed,2025-12-09 13:32:22,Address Issue,FastTrack
FUL_005132,ORD_005132,Sharjah Hub,Zone A,2025-11-25 12:48:39,On Time,2025-11-25 12:48:39,,SpeedLink
FUL_005133,ORD_005133,Sharjah Hub,Zone F,2025-12-16 08:23:06,On Time,2025-12-16 08:23:06,,SpeedLink
FUL_005134,ORD_005134,Dubai Hub,Zone B,2025-11-07 14:25:03,On Time,2025-11-06 14:25:03,,QuickShip
FUL_005135,ORD_005135,Dubai Hub,Zone E,2025-12-29 15:27:20,On Time,2025-12-29 15:27:20,,QuickShip
FUL_005136,ORD_005136,Dubai Hub,Zone C,2025-11-17 08:12:19,On Time,2025-11-16 08:12:19,,QuickShip
FUL_005137,ORD_005137,Sharjah Hub,Zone B,2025-12-26 22:54:07,On Time,2025-12-25 22:54:07,,QuickShip
FUL_005138,ORD_005138,Abu Dhabi Hub,Zone B,2025-12-07 22:43:04,On Time,2025-12-06 22:43:04,,QuickShip
FUL_005139,ORD_005139,Dubai Hub,Zone C,2025-10-23 03:15:29,On Time,2025-10-23 03:15:29,,QuickShip
FUL_005140,ORD_005140,Dubai Hub,Zone F,2026-01-02 11:06:52,On Time,2026-01-01 11:06:52,,QuickShip
FUL_005141,ORD_005141,Abu Dhabi Hub,Zone D,2025-10-27 23:46:02,Pending,,,QuickShip
FUL_005142,ORD_005142,Dubai Hub,Zone E,2025-12-02 10:41:40,On Time,2025-12-02 10:41:40,,FastTrack
FUL_005143,ORD_005143,Sharjah Hub,Zone F,2025-12-22 06:12:42,Failed,2025-12-25 06:12:42,,QuickShip
FUL_005144,ORD_005144,Sharjah Hub,Zone F,2025-12-26 02:39:29,On Time,2025-12-25 02:39:29,,FastTrack
FUL_005145,ORD_005145,Sharjah Hub,Zone B,2026-01-03 06:47:38,On Time,2026-01-02 06:47:38,,QuickShip
FUL_005146,ORD_005146,Sharjah Hub,Zone A,2026-01-01 22:51:44,Pending,,,QuickShip
FUL_005147,ORD_005147,Dubai Hub,Zone D,2025-12-23 06:56:29,On Time,2025-12-23 06:56:29,,QuickShip
FUL_005148,ORD_005148,Abu Dhabi Hub,Zone B,2025-11-02 05:57:24,On Time,2025-11-01 05:57:24,,FastTrack
FUL_005149,ORD_005149,Abu Dhabi Hub,Zone D,2025-11-10 02:14:41,On Time,2025-11-09 02:14:41,,QuickShip
FUL_005150,ORD_005150,Abu Dhabi Hub,Zone A,2025-12-29 09:50:05,On Time,2025-12-28 09:50:05,,FastTrack
FUL_005151,ORD_005151,Sharjah Hub,Zone A,2025-12-17 11:29:16,On Time,2025-12-16 11:29:16,,FastTrack
FUL_005152,ORD_005152,Dubai Hub,Zone F,2025-12-31 05:16:55,On Time,2025-12-31 05:16:55,,QuickShip
FUL_005153,ORD_005153,Dubai Hub,Zone D,2025-11-13 08:45:37,Delayed,2025-11-18 08:45:37,Customer Unavailable,QuickShip
FUL_005154,ORD_005154,Sharjah Hub,Zone C,2025-12-07 02:26:14,On Time,2025-12-06 02:26:14,,FastTrack
FUL_005155,ORD_005155,Sharjah Hub,Zone C,2025-10-27 04:39:15,On Time,2025-10-26 04:39:15,,QuickShip
FUL_005156,ORD_005156,Abu Dhabi Hub,Zone D,2025-10-21 16:53:04,Failed,2025-10-23 16:53:04,,SpeedLink
FUL_005157,ORD_005157,Dubai Hub,Zone D,2025-12-02 14:27:27,On Time,2025-12-02 14:27:27,,FastTrack
FUL_005158,ORD_005158,Abu Dhabi Hub,Zone D,2025-12-29 15:48:58,Pending,,,QuickShip
FUL_005159,ORD_005159,Dubai Hub,Zone C,2026-01-04 20:52:46,On Time,2026-01-03 20:52:46,,QuickShip
FUL_005160,ORD_005160,Abu Dhabi Hub,Zone B,2025-12-18 08:00:50,On Time,2025-12-18 08:00:50,,SpeedLink
FUL_005161,ORD_005161,Sharjah Hub,Zone D,2025-11-17 01:19:22,On Time,2025-11-16 01:19:22,,QuickShip
FUL_005162,ORD_005162,Dubai Hub,Zone A,2025-10-12 08:50:03,Failed,2025-10-15 08:50:03,,QuickShip
FUL_005163,ORD_005163,Dubai Hub,Zone B,2026-01-08 23:39:12,Delayed,2026-01-10 23:39:12,Traffic/Weather,FastTrack
FUL_005164,ORD_005164,Dubai Hub,Zone B,2025-10-26 07:19:26,On Time,2025-10-26 07:19:26,,FastTrack
FUL_005165,ORD_005165,Sharjah Hub,Zone F,2025-10-25 12:15:24,On Time,2025-10-25 12:15:24,,FastTrack
FUL_005166,ORD_005166,Abu Dhabi Hub,Zone A,2025-11-06 01:28:39,Pending,,,QuickShip
FUL_005167,ORD_005167,Sharjah Hub,Zone C,2025-10-22 21:41:52,On Time,2025-10-22 21:41:52,,SpeedLink
FUL_005168,ORD_005168,Dubai Hub,Zone B,2025-12-04 15:42:53,On Time,2025-12-03 15:42:53,,SpeedLink
FUL_005169,ORD_005169,Dubai Hub,Zone F,2025-12-30 10:42:48,Delayed,2026-01-04 10:42:48,Warehouse Delay,QuickShip
FUL_005170,ORD_005170,Dubai Hub,Zone A,2025-12-12 21:50:10,On Time,2025-12-12 21:50:10,,FastTrack
FUL_005171,ORD_005171,Dubai Hub,Zone E,2025-12-25 00:50:28,On Time,2025-12-24 00:50:28,,QuickShip
FUL_005172,ORD_005172,Dubai Hub,Zone B,2025-12-22 22:54:32,On Time,2025-12-21 22:54:32,,FastTrack
FUL_005173,ORD_005173,Dubai Hub,Zone E,2025-10-13 14:42:28,Delayed,2025-10-14 14:42:28,Traffic/Weather,SpeedLink
FUL_005174,ORD_005174,Dubai Hub,Zone E,2025-12-27 01:35:20,Delayed,2026-01-01 01:35:20,Traffic/Weather,SpeedLink
FUL_005175,ORD_005175,Abu Dhabi Hub,Zone A,2025-12-04 03:14:49,Delayed,2025-12-09 03:14:49,Traffic/Weather,QuickShip
FUL_005176,ORD_005176,Abu Dhabi Hub,Zone B,2025-11-08 15:38:31,Delayed,2025-11-14 15:38:31,Customer Unavailable,QuickShip
FUL_005177,ORD_005177,Dubai Hub,Zone C,2025-12-27 06:12:26,On Time,2025-12-27 06:12:26,,QuickShip
FUL_005178,ORD_005178,Dubai Hub,Zone C,2025-12-09 00:19:44,Delayed,2025-12-13 00:19:44,Warehouse Delay,FastTrack
FUL_005179,ORD_005179,Sharjah Hub,Zone F,2025-10-23 04:39:47,On Time,2025-10-23 04:39:47,,QuickShip
FUL_005180,ORD_005180,Abu Dhabi Hub,Zone B,2025-10-15 08:12:09,On Time,2025-10-14 08:12:09,,QuickShip
FUL_005181,ORD_005181,Dubai Hub,Zone D,2026-01-06 10:07:35,On Time,2026-01-06 10:07:35,,SpeedLink
FUL_005182,ORD_005182,Sharjah Hub,Zone F,2025-11-03 16:49:55,On Time,2025-11-03 16:49:55,,FastTrack
FUL_005183,ORD_005183,Abu Dhabi Hub,Zone B,2025-12-31 04:11:55,On Time,2025-12-30 04:11:55,,QuickShip
FUL_005184,ORD_005184,Sharjah Hub,Zone B,2025-11-15 00:45:19,On Time,2025-11-14 00:45:19,,QuickShip
FUL_005185,ORD_005185,Abu Dhabi Hub,Zone B,2025-10-11 12:44:16,On Time,2025-10-10 12:44:16,,FastTrack
FUL_005186,ORD_005186,Abu Dhabi Hub,Zone E,2025-10-14 20:38:33,Delayed,2025-10-21 20:38:33,Warehouse Delay,FastTrack
FUL_005187,ORD_005187,Dubai Hub,Zone B,2025-11-30 19:57:55,On Time,2025-11-29 19:57:55,,FastTrack
FUL_005188,ORD_005188,Abu Dhabi Hub,Zone E,2025-12-04 04:01:18,Delayed,2025-12-06 04:01:18,Customer Unavailable,SpeedLink
FUL_005189,ORD_005189,Dubai Hub,Zone B,2025-11-28 21:20:50,Pending,,,FastTrack
FUL_005190,ORD_005190,Dubai Hub,Zone B,2025-10-11 11:46:13,Delayed,2025-10-14 11:46:13,Rider Unavailable,FastTrack
FUL_005191,ORD_005191,Dubai Hub,Zone A,2025-11-02 13:00:10,On Time,2025-11-02 13:00:10,,SpeedLink
FUL_005192,ORD_005192,Abu Dhabi Hub,Zone D,2025-12-29 09:07:16,On Time,2025-12-29 09:07:16,,FastTrack
FUL_005193,ORD_005193,Dubai Hub,Zone F,2025-11-20 14:55:00,Delayed,2025-11-23 14:55:00,Warehouse Delay,QuickShip
FUL_005194,ORD_005194,Sharjah Hub,Zone D,2025-12-27 06:12:33,On Time,2025-12-26 06:12:33,,FastTrack
FUL_005195,ORD_005195,Dubai Hub,Zone A,2025-12-04 19:07:07,On Time,2025-12-04 19:07:07,,SpeedLink
FUL_005196,ORD_005196,Dubai Hub,Zone F,2025-11-12 00:45:22,On Time,2025-11-12 00:45:22,,SpeedLink
FUL_005197,ORD_005197,Abu Dhabi Hub,Zone C,2025-10-25 14:26:02,On Time,2025-10-24 14:26:02,,FastTrack
FUL_005198,ORD_005198,Dubai Hub,Zone C,2025-10-19 17:37:25,On Time,2025-10-19 17:37:25,,SpeedLink
FUL_005199,ORD_005199,Abu Dhabi Hub,Zone E,2025-12-30 12:27:13,On Time,2025-12-30 12:27:13,,SpeedLink
FUL_005200,ORD_005200,Sharjah Hub,Zone E,2025-10-09 05:59:26,Delayed,2025-10-12 05:59:26,Address Issue,SpeedLink
FUL_005201,ORD_005201,Abu Dhabi Hub,Zone A,2025-12-04 13:38:11,On Time,2025-12-04 13:38:11,,QuickShip
FUL_005202,ORD_005202,Abu Dhabi Hub,Zone E,2025-10-13 01:14:57,On Time,2025-10-13 01:14:57,,QuickShip
FUL_005203,ORD_005203,Abu Dhabi Hub,Zone F,2025-11-10 06:53:28,On Time,2025-11-09 06:53:28,,FastTrack
FUL_005204,ORD_005204,Dubai Hub,Zone D,2025-10-17 04:05:06,On Time,2025-10-16 04:05:06,,SpeedLink
FUL_005205,ORD_005205,Sharjah Hub,Zone C,2025-10-25 15:59:37,On Time,2025-10-24 15:59:37,,SpeedLink
FUL_005206,ORD_005206,Dubai Hub,Zone D,2025-10-13 19:47:33,OnTime,2025-10-12 19:47:33,,QuickShip
FUL_005207,ORD_005207,Abu Dhabi Hub,Zone C,2025-11-24 20:07:10,On Time,2025-11-23 20:07:10,,SpeedLink
FUL_005208,ORD_005208,Dubai Hub,Zone B,2025-10-15 01:39:44,Delayed,2025-10-20 01:39:44,Rider Unavailable,SpeedLink
FUL_005209,ORD_005209,Abu Dhabi Hub,Zone B,2025-12-06 11:32:12,On Time,2025-12-06 11:32:12,,QuickShip
FUL_005210,ORD_005210,Dubai Hub,Zone E,2025-12-18 06:06:34,On Time,2025-12-17 06:06:34,,QuickShip
FUL_005211,ORD_005211,Abu Dhabi Hub,Zone B,2025-10-16 19:13:17,Delayed,2025-10-20 19:13:17,Customer Unavailable,FastTrack
FUL_005212,ORD_005212,Sharjah Hub,Zone D,2025-11-28 19:39:42,On Time,2025-11-28 19:39:42,,SpeedLink
FUL_005213,ORD_005213,Dubai Hub,Zone E,2025-10-21 06:00:18,On Time,2025-10-20 06:00:18,,SpeedLink
FUL_005214,ORD_005214,Sharjah Hub,Zone E,2025-11-23 20:17:27,Pending,,,QuickShip
FUL_005215,ORD_005215,Sharjah Hub,Zone C,2025-10-14 03:04:52,Delayed,2025-10-16 03:04:52,Customer Unavailable,FastTrack
FUL_005216,ORD_005216,Sharjah Hub,Zone A,2025-11-13 11:40:31,Delayed,2025-11-20 11:40:31,Address Issue,SpeedLink
FUL_005217,ORD_005217,Abu Dhabi Hub,Zone A,2025-12-05 12:25:43,On Time,2025-12-04 12:25:43,,SpeedLink
FUL_005218,ORD_005218,Abu Dhabi Hub,Zone E,2025-12-24 07:25:19,on-time,2025-12-23 07:25:19,,FastTrack
FUL_005219,ORD_005219,Dubai Hub,Zone E,2025-12-20 06:52:14,Failed,2025-12-23 06:52:14,,QuickShip
FUL_005220,ORD_005220,Abu Dhabi Hub,Zone B,2025-11-26 08:00:33,Delayed,2025-12-03 08:00:33,Warehouse Delay,SpeedLink
FUL_005221,ORD_005221,Dubai Hub,Zone F,2025-12-22 15:57:10,On Time,2025-12-21 15:57:10,,SpeedLink
FUL_005222,ORD_005222,Abu Dhabi Hub,Zone E,2025-10-16 23:18:48,On Time,2025-10-15 23:18:48,,QuickShip
FUL_005223,ORD_005223,Dubai Hub,Zone B,2025-11-25 19:18:30,On Time,2025-11-24 19:18:30,,SpeedLink
FUL_005224,ORD_005224,Dubai Hub,Zone D,2026-01-05 03:26:10,On Time,2026-01-05 03:26:10,,QuickShip
FUL_005225,ORD_005225,Sharjah Hub,Zone C,2026-01-05 14:43:18,Delayed,2026-01-07 14:43:18,Traffic/Weather,FastTrack
FUL_005226,ORD_005226,Dubai Hub,Zone B,2025-11-10 23:09:34,On Time,2025-11-10 23:09:34,,FastTrack
FUL_005227,ORD_005227,Dubai Hub,Zone C,2026-01-03 00:08:39,On Time,2026-01-03 00:08:39,,FastTrack
FUL_005228,ORD_005228,Dubai Hub,Zone D,2025-10-17 21:38:21,On Time,2025-10-16 21:38:21,,SpeedLink
FUL_005229,ORD_005229,Sharjah Hub,Zone C,2025-12-24 19:24:48,On Time,2025-12-23 19:24:48,,SpeedLink
FUL_005230,ORD_005230,Dubai Hub,Zone F,2025-12-10 22:36:44,On Time,2025-12-10 22:36:44,,QuickShip
